Store,Dept,YearMonth,Monthly_Sales
14,12,2011-03,21925.260000000002
14,12,2011-04,27299.11
14,12,2011-05,23375.690000000002
14,12,2011-06,23922.27
14,12,2011-07,29905.95
14,12,2011-08,23615.26
14,12,2011-09,25349.5
14,12,2011-10,23719.09
14,12,2011-11,19754.29
14,12,2011-12,21157.8
14,12,2012-01,16674.19
14,12,2012-02,20139.46
14,12,2012-03,33177.24
14,12,2012-04,23218.61
14,12,2012-05,24140.050000000003
14,12,2012-06,28145.059999999998
14,12,2012-07,18672.59
14,12,2012-08,25342.92
14,12,2012-09,17987.0
14,12,2012-10,17869.68
14,13,2010-02,240615.34
14,13,2010-03,249206.5
14,13,2010-04,328855.02
14,13,2010-05,261471.61000000002
14,13,2010-06,262445.61
14,13,2010-07,336140.49
14,13,2010-08,274527.11
14,13,2010-09,278690.44
14,13,2010-10,325607.38
14,13,2010-11,249061.66999999998
14,13,2010-12,280284.06
14,13,2011-01,218691.84
14,13,2011-02,244705.5
14,13,2011-03,245406.53
14,13,2011-04,291600.52
14,13,2011-05,237050.16999999998
14,13,2011-06,233662.93
14,13,2011-07,298289.05
14,13,2011-08,256530.17
14,13,2011-09,320333.54
14,13,2011-10,257319.09
14,13,2011-11,237576.56
14,13,2011-12,288659.65
14,13,2012-01,219349.57
14,13,2012-02,234524.48
14,13,2012-03,300904.32
14,13,2012-04,232334.33000000002
14,13,2012-05,232348.95
14,13,2012-06,272086.37
14,13,2012-07,193133.12
14,13,2012-08,261867.59
14,13,2012-09,211760.79
14,13,2012-10,206365.91999999998
14,14,2010-02,109439.37
14,14,2010-03,110893.11
14,14,2010-04,128955.66
14,14,2010-05,98219.21
14,14,2010-06,90208.09
14,14,2010-07,112444.33
14,14,2010-08,95745.06
14,14,2010-09,97162.48999999999
14,14,2010-10,111195.72
14,14,2010-11,155363.55
14,14,2010-12,222817.14
14,14,2011-01,72691.76
14,14,2011-02,96499.44
14,14,2011-03,86866.67
14,14,2011-04,113223.79
14,14,2011-05,84805.87
14,14,2011-06,83943.79
14,14,2011-07,100718.17
14,14,2011-08,90190.52
14,14,2011-09,114918.08
14,14,2011-10,91629.38
14,14,2011-11,150150.34
14,14,2011-12,231277.43
14,14,2012-01,75154.98
14,14,2012-02,95607.89
14,14,2012-03,111143.16
14,14,2012-04,94929.98999999999
14,14,2012-05,94750.26000000001
14,14,2012-06,105215.03
14,14,2012-07,70792.92
14,14,2012-08,96123.59
14,14,2012-09,76076.44
14,14,2012-10,73682.92
14,16,2010-02,47396.65
14,16,2010-03,89195.57
14,16,2010-04,292865.29000000004
14,16,2010-05,305397.46
14,16,2010-06,350240.62
14,16,2010-07,300590.53
14,16,2010-08,121709.07
14,16,2010-09,70033.03
14,16,2010-10,37950.04
14,16,2010-11,14401.02
14,16,2010-12,19954.989999999998
14,16,2011-01,23523.61
14,16,2011-02,21600.94
14,16,2011-03,65896.58
14,16,2011-04,172231.39
14,16,2011-05,302177.02
14,16,2011-06,326820.1
14,16,2011-07,295979.69
14,16,2011-08,117871.41
14,16,2011-09,68928.78
14,16,2011-10,19909.27
14,16,2011-11,16897.49
14,16,2011-12,13258.81
14,16,2012-01,16573.72
14,16,2012-02,19226.94
14,16,2012-03,96729.91
14,16,2012-04,149860.66
14,16,2012-05,232251.14
14,16,2012-06,325886.15
14,16,2012-07,155313.17
14,16,2012-08,99238.98999999999
14,16,2012-09,36477.76
14,16,2012-10,13153.24
14,17,2010-02,115923.01
14,17,2010-03,118228.23
14,17,2010-04,129430.03
14,17,2010-05,97295.6
14,17,2010-06,91019.8
14,17,2010-07,119014.93000000001
14,17,2010-08,102160.78
14,17,2010-09,100321.53
14,17,2010-10,108918.98000000001
14,17,2010-11,113457.96
14,17,2010-12,158701.38999999998
14,17,2011-01,75617.06
14,17,2011-02,94637.15
14,17,2011-03,98773.12
14,17,2011-04,110388.4
14,17,2011-05,86224.24
14,17,2011-06,80037.36
14,17,2011-07,105049.81
14,17,2011-08,97890.77
14,17,2011-09,103129.22
14,17,2011-10,85787.42
14,17,2011-11,108469.4
14,17,2011-12,143763.17
14,17,2012-01,73462.55
14,17,2012-02,94240.28
14,17,2012-03,116395.91
14,17,2012-04,81815.42
14,17,2012-05,82547.97
14,17,2012-06,90149.56999999999
14,17,2012-07,67135.23000000001
14,17,2012-08,98808.76
14,17,2012-09,79445.31
14,17,2012-10,71540.97
14,18,2010-02,41157.560000000005
14,18,2010-03,25151.61
14,18,2010-04,66984.7
14,18,2010-05,-1.2999999999999998
14,18,2010-06,2.02
14,18,2010-07,-1.48
14,18,2010-09,15437.24
14,18,2010-10,108250.34
14,18,2010-11,140662.97
14,18,2010-12,310030.33
14,18,2011-01,8738.539999999999
14,18,2011-02,35218.18
14,18,2011-03,7293.66
14,18,2011-04,79291.06
14,18,2011-05,2973.57
14,18,2011-06,-13.639999999999999
14,18,2011-07,1.3
14,18,2011-08,11.67
14,18,2011-09,29055.19
14,18,2011-10,106543.57
14,18,2011-11,142761.0
14,18,2011-12,362111.62
14,18,2012-01,20171.56
14,18,2012-02,35116.55
14,18,2012-03,33988.1
14,18,2012-04,63822.81
14,18,2012-05,26.79
14,18,2012-06,7.05
14,18,2012-07,29.91
14,18,2012-08,361.87
14,18,2012-09,22844.76
14,18,2012-10,84114.26000000001
14,19,2010-02,249.82
14,19,2010-03,421.45
14,19,2010-04,574.22
14,19,2010-05,309.73
14,19,2010-06,157.0
14,19,2010-07,295.31
14,19,2010-08,279.03
14,19,2010-09,1742.0
14,19,2010-10,1358.5
14,19,2010-11,2323.25
14,19,2010-12,594.25
14,19,2011-01,621.1
14,19,2011-02,590.2
14,19,2011-03,2307.8
14,19,2011-04,696.0799999999999
14,19,2011-05,422.74
14,19,2011-06,284.39
14,19,2011-07,689.1700000000001
14,19,2011-08,449.62
14,19,2011-09,10353.68
14,19,2011-10,12158.970000000001
14,19,2011-11,10180.06
14,19,2011-12,14200.73
14,19,2012-01,7213.0
14,19,2012-02,8732.79
14,19,2012-03,12004.26
14,19,2012-04,9187.95
14,19,2012-05,9636.7
14,19,2012-06,10151.82
14,19,2012-07,6572.610000000001
14,19,2012-08,9053.54
14,19,2012-09,6821.57
14,19,2012-10,8366.619999999999
14,20,2010-02,51437.85
14,20,2010-03,53063.89
14,20,2010-04,65404.64
14,20,2010-05,54260.96
14,20,2010-06,60563.89
14,20,2010-07,68764.09
14,20,2010-08,49280.33
14,20,2010-09,46017.19
14,20,2010-10,51158.45
14,20,2010-11,47515.21
14,20,2010-12,48716.55
14,20,2011-01,32000.739999999998
14,20,2011-02,44618.55
14,20,2011-03,45482.8
14,20,2011-04,63271.78
14,20,2011-05,46578.3
14,20,2011-06,57634.16
14,20,2011-07,63324.89
14,20,2011-08,48544.29
14,20,2011-09,53455.55
14,20,2011-10,37084.950000000004
14,20,2011-11,43067.92
14,20,2011-12,52215.479999999996
14,20,2012-01,34785.520000000004
14,20,2012-02,43684.67
14,20,2012-03,58126.8
14,20,2012-04,44763.51
14,20,2012-05,41648.94
14,20,2012-06,59639.15
14,20,2012-07,43196.63
14,20,2012-08,52631.59
14,20,2012-09,33757.32
14,20,2012-10,31006.65
14,21,2010-02,38857.13
14,21,2010-03,39562.369999999995
14,21,2010-04,48997.59
14,21,2010-05,35300.54
14,21,2010-06,36988.44
14,21,2010-07,49988.2
14,21,2010-08,38333.88
14,21,2010-09,35283.020000000004
14,21,2010-10,42039.46
14,21,2010-11,38498.95
14,21,2010-12,62104.46
14,21,2011-01,28124.78
14,21,2011-02,32245.67
14,21,2011-03,31573.93
14,21,2011-04,42434.38
14,21,2011-05,29520.260000000002
14,21,2011-06,29301.26
14,21,2011-07,40239.979999999996
14,21,2011-08,34213.99
14,21,2011-09,40065.38
14,21,2011-10,35100.57
14,21,2011-11,40088.36
14,21,2011-12,70008.98
14,21,2012-01,26771.21
14,21,2012-02,32867.83
14,21,2012-03,44961.01
14,21,2012-04,38328.79
14,21,2012-05,30033.17
14,21,2012-06,35894.62
14,21,2012-07,28040.55
14,21,2012-08,36346.24
14,21,2012-09,25646.260000000002
14,21,2012-10,25962.28
14,22,2010-02,87945.68
14,22,2010-03,80610.27
14,22,2010-04,91274.32
14,22,2010-05,64110.53
14,22,2010-06,72576.42
14,22,2010-07,98739.57
14,22,2010-08,80504.01
14,22,2010-09,77862.26999999999
14,22,2010-10,92929.16
14,22,2010-11,90153.39
14,22,2010-12,157147.78
14,22,2011-01,63304.28999999999
14,22,2011-02,82010.31
14,22,2011-03,76616.7
14,22,2011-04,85778.06
14,22,2011-05,60773.29
14,22,2011-06,65910.75
14,22,2011-07,88756.48999999999
14,22,2011-08,77571.28
14,22,2011-09,86685.98
14,22,2011-10,69301.37
14,22,2011-11,88392.42
14,22,2011-12,141402.32
14,22,2012-01,57717.35
14,22,2012-02,82180.03
14,22,2012-03,94217.43
14,22,2012-04,63743.54
14,22,2012-05,61542.04
14,22,2012-06,73167.04
14,22,2012-07,56199.78
14,22,2012-08,86102.32
14,22,2012-09,58732.67
14,22,2012-10,56925.51
14,23,2010-02,116413.49
14,23,2010-03,128908.79999999999
14,23,2010-04,169960.94999999998
14,23,2010-05,151154.04
14,23,2010-06,201853.22
14,23,2010-07,190930.86
14,23,2010-08,136943.0
14,23,2010-09,132047.93
14,23,2010-10,183273.19
14,23,2010-11,168077.03
14,23,2010-12,313296.98000000004
14,23,2011-01,91941.48999999999
14,23,2011-02,114396.58
14,23,2011-03,114370.38
14,23,2011-04,160315.37
14,23,2011-05,143512.54
14,23,2011-06,184414.25
14,23,2011-07,172859.3
14,23,2011-08,117363.89
14,23,2011-09,162914.7
14,23,2011-10,144906.03999999998
14,23,2011-11,169223.39
14,23,2011-12,288459.45
14,23,2012-01,104020.24
14,23,2012-02,117635.08
14,23,2012-03,177145.35
14,23,2012-04,135173.88999999998
14,23,2012-05,144858.82
14,23,2012-06,210980.63
14,23,2012-07,123705.01
14,23,2012-08,134258.59
14,23,2012-09,111181.95
14,23,2012-10,126963.42
14,24,2010-02,26647.18
14,24,2010-03,38485.49
14,24,2010-04,55687.44
14,24,2010-05,40565.41
14,24,2010-06,44081.32
14,24,2010-07,40535.14
14,24,2010-08,41782.84
14,24,2010-09,51031.46
14,24,2010-10,48086.64
14,24,2010-11,47122.04
14,24,2010-12,75177.62
14,24,2011-01,18906.67
14,24,2011-02,29075.52
14,24,2011-03,25536.92
14,24,2011-04,43498.78
14,24,2011-05,33857.02
14,24,2011-06,35530.87
14,24,2011-07,35266.42
14,24,2011-08,38162.84
14,24,2011-09,60667.77
14,24,2011-10,37671.58
14,24,2011-11,44156.12
14,24,2011-12,63702.21
14,24,2012-01,18718.75
14,24,2012-02,28487.83
14,24,2012-03,39900.93
14,24,2012-04,37996.5
14,24,2012-05,32874.63
14,24,2012-06,40009.64
14,24,2012-07,22667.18
14,24,2012-08,41182.18
14,24,2012-09,38983.04
14,24,2012-10,37653.18
14,25,2010-02,62117.75
14,25,2010-03,55942.21
14,25,2010-04,85305.0
14,25,2010-05,65120.94
14,25,2010-06,66467.55
14,25,2010-07,63031.18
14,25,2010-08,51116.09
14,25,2010-09,57017.55
14,25,2010-10,79098.22
14,25,2010-11,61284.71
14,25,2010-12,108496.17
14,25,2011-01,48935.11
14,25,2011-02,44097.04
14,25,2011-03,45289.520000000004
14,25,2011-04,67357.54
14,25,2011-05,59323.34
14,25,2011-06,58101.45
14,25,2011-07,56927.51
14,25,2011-08,48996.26
14,25,2011-09,76045.16
14,25,2011-10,66778.88
14,25,2011-11,67731.44
14,25,2011-12,90796.66
14,25,2012-01,44935.04
14,25,2012-02,44544.270000000004
14,25,2012-03,69831.36
14,25,2012-04,62287.909999999996
14,25,2012-05,62115.380000000005
14,25,2012-06,74864.05
14,25,2012-07,41798.82
14,25,2012-08,51715.05
14,25,2012-09,49052.38
14,25,2012-10,48529.84
14,26,2010-02,45300.47
14,26,2010-03,56736.850000000006
14,26,2010-04,80601.05
14,26,2010-05,53877.17
14,26,2010-06,52424.62
14,26,2010-07,44454.78
14,26,2010-08,41046.06
14,26,2010-09,52092.34
14,26,2010-10,85165.44
14,26,2010-11,68605.48
14,26,2010-12,84029.56
14,26,2011-01,28691.64
14,26,2011-02,45888.12
14,26,2011-03,52329.83
14,26,2011-04,62495.35
14,26,2011-05,51039.08
14,26,2011-06,46540.84
14,26,2011-07,43314.33
14,26,2011-08,35251.36
14,26,2011-09,58534.08
14,26,2011-10,55806.630000000005
14,26,2011-11,63128.97
14,26,2011-12,72786.46
14,26,2012-01,27405.75
14,26,2012-02,41871.96
14,26,2012-03,63318.56
14,26,2012-04,49600.94
14,26,2012-05,46935.6
14,26,2012-06,43206.96
14,26,2012-07,25859.6
14,26,2012-08,39742.93
14,26,2012-09,50132.97
14,26,2012-10,54669.770000000004
14,27,2010-02,13185.5
14,27,2010-03,12377.25
14,27,2010-04,14033.0
14,27,2010-05,9957.0
14,27,2010-06,8046.25
14,27,2010-07,8985.52
14,27,2010-08,9544.11
14,27,2010-09,10118.27
14,27,2010-10,14554.73
14,27,2010-11,12628.09
14,27,2010-12,25567.32
14,27,2011-01,10648.7
14,27,2011-02,11484.7
14,27,2011-03,10047.22
14,27,2011-04,11249.98
14,27,2011-05,8547.66
14,27,2011-06,6638.5599999999995
14,27,2011-07,8226.98
14,27,2011-08,7360.4
14,27,2011-09,12576.73
14,27,2011-10,10859.62
14,27,2011-11,12772.27
14,27,2011-12,23009.99
14,27,2012-01,9935.28
14,27,2012-02,11599.289999999999
14,27,2012-03,13027.21
14,27,2012-04,8586.92
14,27,2012-05,8528.71
14,27,2012-06,8049.0
14,27,2012-07,6035.85
14,27,2012-08,9731.5
14,27,2012-09,8395.75
14,27,2012-10,10344.26
14,28,2010-02,4958.97
14,28,2010-03,6687.63
14,28,2010-04,9297.49
14,28,2010-05,5493.41
14,28,2010-06,3593.16
14,28,2010-07,3134.94
14,28,2010-08,2500.08
14,28,2010-09,3960.47
14,28,2010-10,9798.91
14,28,2010-11,7280.27
14,28,2010-12,8823.47
14,28,2011-01,4688.82
14,28,2011-02,5318.25
14,28,2011-03,6416.93
14,28,2011-04,7505.62
14,28,2011-05,4534.7
14,28,2011-06,2839.31
14,28,2011-07,2980.68
14,28,2011-08,2272.7200000000003
14,28,2011-09,4301.37
14,28,2011-10,6867.17
14,28,2011-11,7409.32
14,28,2011-12,8391.06
14,28,2012-01,5112.68
14,28,2012-02,5492.37
14,28,2012-03,7139.99
14,28,2012-04,5636.97
14,28,2012-05,4622.610000000001
14,28,2012-06,3524.6
14,28,2012-07,2250.8
14,28,2012-08,2842.9
14,28,2012-09,3007.7200000000003
14,28,2012-10,6319.82
14,29,2010-02,39501.91
14,29,2010-03,39111.49
14,29,2010-04,55066.37
14,29,2010-05,43901.16
14,29,2010-06,42679.56
14,29,2010-07,53864.74
14,29,2010-08,43174.17
14,29,2010-09,39970.2
14,29,2010-10,49424.59
14,29,2010-11,49031.79
14,29,2010-12,97777.18
14,29,2011-01,30737.55
14,29,2011-02,39225.83
14,29,2011-03,31877.96
14,29,2011-04,42986.91
14,29,2011-05,36241.19
14,29,2011-06,34962.97
14,29,2011-07,43996.88
14,29,2011-08,36310.06
14,29,2011-09,42537.63
14,29,2011-10,35355.71
14,29,2011-11,49025.22
14,29,2011-12,87690.22
14,29,2012-01,30857.98
14,29,2012-02,42746.02
14,29,2012-03,40687.26
14,29,2012-04,30266.3
14,29,2012-05,37653.72
14,29,2012-06,39002.1
14,29,2012-07,29734.08
14,29,2012-08,39717.76
14,29,2012-09,28699.25
14,29,2012-10,29081.77
14,30,2010-02,31218.379999999997
14,30,2010-03,37760.0
14,30,2010-04,45779.5
14,30,2010-05,36425.06
14,30,2010-06,36538.549999999996
14,30,2010-07,44834.22
14,30,2010-08,34588.02
14,30,2010-09,31288.25
14,30,2010-10,31321.32
14,30,2010-11,22211.940000000002
14,30,2010-12,28083.14
14,30,2011-01,17894.04
14,30,2011-02,26575.14
14,30,2011-03,28698.98
14,30,2011-04,34248.18
14,30,2011-05,28662.16
14,30,2011-06,30087.84
14,30,2011-07,34468.81
14,30,2011-08,26990.86
14,30,2011-09,29111.760000000002
14,30,2011-10,22623.239999999998
14,30,2011-11,20989.690000000002
14,30,2011-12,25942.3
14,30,2012-01,17382.42
14,30,2012-02,23086.08
14,30,2012-03,34398.67
14,30,2012-04,25715.260000000002
14,30,2012-05,27537.5
14,30,2012-06,35501.68
14,30,2012-07,22700.72
14,30,2012-08,27466.82
14,30,2012-09,19123.6
14,30,2012-10,17621.28
14,31,2010-02,11850.28
14,31,2010-03,10530.9
14,31,2010-04,13073.59
14,31,2010-05,10366.98
14,31,2010-06,11054.279999999999
14,31,2010-07,16964.239999999998
14,31,2010-08,24762.22
14,31,2010-09,32966.93
14,31,2010-10,18391.239999999998
14,31,2010-11,15313.14
14,31,2010-12,36219.9
14,31,2011-01,11563.699999999999
14,31,2011-02,12310.59
14,31,2011-03,11795.95
14,31,2011-04,14958.98
14,31,2011-05,10555.57
14,31,2011-06,11602.85
14,31,2011-07,18776.73
14,31,2011-08,29978.52
14,31,2011-09,33828.78
14,31,2011-10,11700.32
14,31,2011-11,12888.88
14,31,2011-12,24584.14
14,31,2012-01,11135.07
14,31,2012-02,10342.029999999999
14,31,2012-03,12272.199999999999
14,31,2012-04,10936.75
14,31,2012-05,10985.0
14,31,2012-06,12157.78
14,31,2012-07,12426.81
14,31,2012-08,29616.809999999998
14,31,2012-09,16953.13
14,31,2012-10,11120.06
14,32,2010-02,63678.47
14,32,2010-03,46351.01
14,32,2010-04,64356.51
14,32,2010-05,63111.33
14,32,2010-06,57760.89
14,32,2010-07,60654.7
14,32,2010-08,43251.07
14,32,2010-09,42062.86
14,32,2010-10,50859.979999999996
14,32,2010-11,53306.009999999995
14,32,2010-12,150341.16
14,32,2011-01,32758.16
14,32,2011-02,66557.06
14,32,2011-03,47912.1
14,32,2011-04,55469.490000000005
14,32,2011-05,59647.28
14,32,2011-06,54704.31
14,32,2011-07,55809.57
14,32,2011-08,42255.48
14,32,2011-09,51184.8
14,32,2011-10,41552.979999999996
14,32,2011-11,50887.93
14,32,2011-12,143532.97
14,32,2012-01,33718.0
14,32,2012-02,56239.68
14,32,2012-03,47942.43
14,32,2012-04,44018.41
14,32,2012-05,58891.31
14,32,2012-06,53208.0
14,32,2012-07,34694.590000000004
14,32,2012-08,41450.05
14,32,2012-09,31108.079999999998
14,32,2012-10,33587.630000000005
14,33,2010-02,30072.079999999998
14,33,2010-03,41023.31
14,33,2010-04,58919.75
14,33,2010-05,41325.5
14,33,2010-06,44743.49
14,33,2010-07,39889.35
14,33,2010-08,41453.46
14,33,2010-09,50981.38
14,33,2010-10,48427.41
14,33,2010-11,46435.06
14,33,2010-12,74762.95999999999
14,33,2011-01,19084.13
14,33,2011-02,35971.04
14,33,2011-03,30991.34
14,33,2011-04,44939.53
14,33,2011-05,34334.43
14,33,2011-06,41060.59
14,33,2011-07,37317.81
14,33,2011-08,38144.46
14,33,2011-09,66975.87
14,33,2011-10,35326.37
14,33,2011-11,45508.71
14,33,2011-12,65142.26
14,33,2012-01,19035.870000000003
14,33,2012-02,29994.89
14,33,2012-03,45090.39
14,33,2012-04,32285.6
14,33,2012-05,32819.45
14,33,2012-06,36283.78
14,33,2012-07,25030.010000000002
14,33,2012-08,48900.83
14,33,2012-09,40979.65
14,33,2012-10,37212.92
14,34,2010-02,85342.53
14,34,2010-03,108695.2
14,34,2010-04,146007.79
14,34,2010-05,129373.32
14,34,2010-06,138293.18
14,34,2010-07,131720.89
14,34,2010-08,83598.5
14,34,2010-09,91417.3
14,34,2010-10,119317.33
14,34,2010-11,95178.22
14,34,2010-12,120549.21
14,34,2011-01,60436.26
14,34,2011-02,82634.68
14,34,2011-03,91625.72
14,34,2011-04,129300.21
14,34,2011-05,116765.83
14,34,2011-06,128429.7
14,34,2011-07,132587.51
14,34,2011-08,79904.97
14,34,2011-09,104111.94
14,34,2011-10,92554.51
14,34,2011-11,82171.02
14,34,2011-12,112819.20000000001
14,34,2012-01,68590.3
14,34,2012-02,83398.41
14,34,2012-03,133550.57
14,34,2012-04,112123.06
14,34,2012-05,117787.27
14,34,2012-06,158504.79
14,34,2012-07,94129.6
14,34,2012-08,99295.28
14,34,2012-09,79285.58
14,34,2012-10,94642.41
14,35,2010-02,10622.0
14,35,2010-03,18767.0
14,35,2010-04,25666.02
14,35,2010-05,20548.0
14,35,2010-06,20469.5
14,35,2010-07,20062.9
14,35,2010-08,11435.0
14,35,2010-09,14680.0
14,35,2010-10,22287.239999999998
14,35,2010-11,16875.5
14,35,2010-12,22509.0
14,35,2011-01,9366.97
14,35,2011-02,12616.01
14,35,2011-03,15358.3
14,35,2011-04,21397.53
14,35,2011-05,19132.46
14,35,2011-06,20319.309999999998
14,35,2011-07,18952.96
14,35,2011-08,13867.99
14,35,2011-09,19509.64
14,35,2011-10,18973.17
14,35,2011-11,16274.199999999999
14,35,2011-12,23398.19
14,35,2012-01,11245.66
14,35,2012-02,13853.92
14,35,2012-03,20002.17
14,35,2012-04,17259.15
14,35,2012-05,19109.420000000002
14,35,2012-06,26965.0
14,35,2012-07,13520.52
14,35,2012-08,13334.99
14,35,2012-09,13447.73
14,35,2012-10,15176.41
14,36,2010-02,2259.0
14,36,2010-03,11854.5
14,36,2010-04,15978.0
14,36,2010-05,23742.0
14,36,2010-06,37017.1
14,36,2010-07,32263.1
14,36,2010-08,2095.0
14,36,2010-09,1122.0
14,36,2010-10,6283.0
14,36,2010-11,10902.5
14,36,2010-12,20779.0
14,36,2011-01,5091.0
14,36,2011-02,7769.0
14,36,2011-03,15588.0
14,36,2011-04,19192.5
14,36,2011-05,24782.0
14,36,2011-06,39086.55
14,36,2011-07,29097.0
14,36,2011-08,2738.0
14,36,2011-09,3429.36
14,36,2011-10,7684.929999999999
14,36,2011-11,7513.25
14,36,2011-12,14887.18
14,36,2012-01,3481.3199999999997
14,36,2012-02,10320.130000000001
14,36,2012-03,19837.77
14,36,2012-04,14255.99
14,36,2012-05,21369.0
14,36,2012-06,43442.56
14,36,2012-07,18190.84
14,36,2012-08,4883.16
14,36,2012-09,4122.63
14,36,2012-10,7379.67
14,38,2010-02,451589.04000000004
14,38,2010-03,463276.36
14,38,2010-04,578226.7
14,38,2010-05,446834.22
14,38,2010-06,443922.61
14,38,2010-07,544198.48
14,38,2010-08,427650.31
14,38,2010-09,411633.0
14,38,2010-10,542594.94
14,38,2010-11,429606.76
14,38,2010-12,538927.15
14,38,2011-01,441754.85
14,38,2011-02,411570.26
14,38,2011-03,438573.69
14,38,2011-04,527758.9299999999
14,38,2011-05,429341.02
14,38,2011-06,414235.16
14,38,2011-07,526980.14
14,38,2011-08,409867.8
14,38,2011-09,506260.74
14,38,2011-10,413548.6
14,38,2011-11,381642.18
14,38,2011-12,520675.39999999997
14,38,2012-01,435751.68
14,38,2012-02,402313.35
14,38,2012-03,537423.1
14,38,2012-04,426640.85
14,38,2012-05,422934.36
14,38,2012-06,442055.91000000003
14,38,2012-07,332085.81
14,38,2012-08,430876.76
14,38,2012-09,317770.76
14,38,2012-10,331962.99
14,40,2010-02,296322.05
14,40,2010-03,313603.28
14,40,2010-04,398176.2
14,40,2010-05,309724.67000000004
14,40,2010-06,300593.29000000004
14,40,2010-07,381176.75
14,40,2010-08,295590.19
14,40,2010-09,299600.44
14,40,2010-10,364661.56
14,40,2010-11,278336.49
14,40,2010-12,359006.0
14,40,2011-01,279897.49
14,40,2011-02,299816.78
14,40,2011-03,295985.14
14,40,2011-04,358871.75
14,40,2011-05,291300.41
14,40,2011-06,276959.19
14,40,2011-07,341447.29
14,40,2011-08,282500.76
14,40,2011-09,339539.64999999997
14,40,2011-10,282578.67000000004
14,40,2011-11,269535.45
14,40,2011-12,355854.61
14,40,2012-01,298168.55
14,40,2012-02,308788.95
14,40,2012-03,387500.76
14,40,2012-04,306307.82
14,40,2012-05,298511.92
14,40,2012-06,341344.31
14,40,2012-07,241687.47
14,40,2012-08,372153.73
14,40,2012-09,278355.68
14,40,2012-10,243076.63
14,41,2010-02,5022.82
14,41,2010-03,8561.99
14,41,2010-04,16029.52
14,41,2010-05,14047.880000000001
14,41,2010-06,18585.48
14,41,2010-07,8017.53
14,41,2010-08,11704.01
14,41,2010-09,22620.59
14,41,2010-10,38955.86
14,41,2010-11,18861.94
14,41,2010-12,52579.13
14,41,2011-01,7449.55
14,41,2011-02,11814.31
14,41,2011-03,12877.3
14,41,2011-04,28219.05
14,41,2011-05,18857.23
14,41,2011-06,19439.5
14,41,2011-07,15240.78
14,41,2011-08,14933.34
14,41,2011-09,31226.92
14,41,2011-10,18962.25
14,41,2011-11,14533.09
14,41,2011-12,36311.55
14,41,2012-01,3580.43
14,41,2012-02,9548.14
14,41,2012-03,14539.0
14,41,2012-04,18145.61
14,41,2012-05,16688.29
14,41,2012-06,14486.56
14,41,2012-07,5901.04
14,41,2012-08,15796.66
14,41,2012-09,18229.62
14,41,2012-10,18036.52
14,42,2010-02,23608.43
14,42,2010-03,34663.61
14,42,2010-04,40907.89
14,42,2010-05,33674.51
14,42,2010-06,33332.33
14,42,2010-07,42996.92
14,42,2010-08,35874.44
14,42,2010-09,34555.45
14,42,2010-10,40796.78
14,42,2010-11,30649.18
14,42,2010-12,32807.09
14,42,2011-01,23994.96
14,42,2011-02,30745.53
14,42,2011-03,32997.86
14,42,2011-04,38477.42
14,42,2011-05,31583.15
14,42,2011-06,31869.56
14,42,2011-07,41560.39
14,42,2011-08,33345.48
14,42,2011-09,40014.19
14,42,2011-10,36096.22
14,42,2011-11,33739.590000000004
14,42,2011-12,39068.37
14,42,2012-01,30607.54
14,42,2012-02,32767.09
14,42,2012-03,44445.9
14,42,2012-04,34987.51
14,42,2012-05,33904.25
14,42,2012-06,39149.77
14,42,2012-07,27992.46
14,42,2012-08,32091.489999999998
14,42,2012-09,26683.58
14,42,2012-10,25279.54
14,43,2010-02,0.25
14,44,2010-02,23030.379999999997
14,44,2010-03,22658.52
14,44,2010-04,29959.489999999998
14,44,2010-05,21411.61
14,44,2010-06,22783.47
14,44,2010-07,28808.3
14,44,2010-08,20545.44
14,44,2010-09,21611.7
14,44,2010-10,29815.95
14,44,2010-11,26822.260000000002
14,44,2010-12,41619.64
14,44,2011-01,15421.17
14,44,2011-02,19905.03
14,44,2011-03,19345.61
14,44,2011-04,25815.83
14,44,2011-05,18619.04
14,44,2011-06,20171.3
14,44,2011-07,21199.41
14,44,2011-08,16376.65
14,44,2011-09,23920.09
14,44,2011-10,24977.870000000003
14,44,2011-11,24933.81
14,44,2011-12,44984.55
14,44,2012-01,17094.8
14,44,2012-02,23182.46
14,44,2012-03,25049.620000000003
14,44,2012-04,19211.34
14,44,2012-05,20549.38
14,44,2012-06,22190.4
14,44,2012-07,16890.68
14,44,2012-08,22264.34
14,44,2012-09,16322.84
14,44,2012-10,21435.79
14,45,2010-02,31.0
14,45,2010-03,28.3
14,45,2010-04,105.02
14,45,2010-05,5.46
14,45,2010-07,25.32
14,45,2011-09,4.5
14,46,2010-02,119456.33
14,46,2010-03,128974.16
14,46,2010-04,172295.44
14,46,2010-05,145283.6
14,46,2010-06,159753.08000000002
14,46,2010-07,190575.16
14,46,2010-08,127606.81
14,46,2010-09,113986.97
14,46,2010-10,136090.52
14,46,2010-11,118325.79
14,46,2010-12,216082.4
14,46,2011-01,108137.87
14,46,2011-02,120424.73999999999
14,46,2011-03,129077.16
14,46,2011-04,166385.26
14,46,2011-05,141149.77
14,46,2011-06,153632.28
14,46,2011-07,180932.23
14,46,2011-08,129270.92
14,46,2011-09,133489.38
14,46,2011-10,114213.15
14,46,2011-11,115663.37
14,46,2011-12,226943.28
14,46,2012-01,108298.64
14,46,2012-02,124417.73
14,46,2012-03,166958.05
